"날짜","종가","시가","고가","저가","거래량","변동 %"
"2025- 07- 14","3,202.03","3,175.59","3,202.06","3,170.72","444.04M","0.83%"
"2025- 07- 11","3,175.77","3,186.35","3,216.69","3,170.46","465.29M","-0.23%"
"2025- 07- 10","3,183.23","3,144.14","3,183.23","3,133.81","596.57M","1.58%"
"2025- 07- 09","3,133.74","3,123.22","3,137.17","3,111.02","642.96M","0.60%"
"2025- 07- 08","3,114.95","3,071.74","3,115.86","3,066.03","745.79M","1.81%"
"2025- 07- 07","3,059.47","3,044.78","3,068.43","3,032.99","359.40M","0.17%"
"2025- 07- 04","3,054.28","3,122.28","3,123.84","3,052.91","520.76M","-1.99%"
"2025- 07- 03","3,116.27","3,100.33","3,116.27","3,085.98","539.12M","1.34%"
"2025- 07- 02","3,075.06","3,083.82","3,090.61","3,032.47","696.80M","-0.47%"
"2025- 07- 01","3,089.65","3,089.64","3,133.52","3,088.45","576.02M","0.58%"
"2025- 06- 30","3,071.70","3,072.75","3,086.00","3,063.42","464.16M","0.52%"
"2025- 06- 27","3,055.94","3,077.87","3,093.56","3,041.85","381.63M","-0.77%"
"2025- 06- 26","3,079.56","3,108.34","3,113.03","3,036.55","460.61M","-0.92%"
"2025- 06- 25","3,108.25","3,127.79","3,129.09","3,084.86","644.76M","0.15%"
"2025- 06- 24","3,103.64","3,061.14","3,105.04","3,061.14","579.20M","2.96%"
"2025- 06- 23","3,014.47","2,992.20","3,019.81","2,971.36","625.65M","-0.24%"
"2025- 06- 20","3,021.84","2,986.52","3,022.06","2,972.37","484.86M","1.48%"
"2025- 06- 19","2,977.74","2,989.56","2,996.04","2,954.47","433.31M","0.19%"
"2025- 06- 18","2,972.19","2,933.63","2,979.32","2,933.63","576.55M","0.74%"
"2025- 06- 17","2,950.30","2,959.93","2,998.62","2,925.79","939.59M","0.12%"
"2025- 06- 16","2,946.66","2,903.50","2,947.07","2,886.13","726.35M","1.80%"
"2025- 06- 13","2,894.62","2,930.57","2,932.38","2,877.07","931.66M","-0.87%"
"2025- 06- 12","2,920.03","2,909.99","2,934.31","2,909.99","713.71M","0.45%"
"2025- 06- 11","2,907.04","2,887.32","2,908.16","2,879.92","393.93M","1.23%"
"2025- 06- 10","2,871.85","2,872.62","2,885.67","2,849.67","508.18M","0.56%"
"2025- 06- 09","2,855.77","2,841.56","2,867.27","2,841.39","537.62M","1.55%"
"2025- 06- 05","2,812.05","2,790.33","2,831.11","2,787.76","556.01M","1.49%"
"2025- 06- 04","2,770.84","2,737.92","2,771.03","2,734.02","489.94M","2.66%"
"2025- 06- 02","2,698.97","2,692.91","2,719.87","2,685.14","323.60M","0.05%"
"2025- 05- 30","2,697.67","2,713.24","2,717.54","2,689.87","525.66M","-0.84%"
"2025- 05- 29","2,720.64","2,691.06","2,720.64","2,686.64","448.34M","1.89%"
"2025- 05- 28","2,670.15","2,648.86","2,692.47","2,643.50","405.47M","1.25%"
"2025- 05- 27","2,637.22","2,630.29","2,642.63","2,625.66","318.29M","-0.27%"
"2025- 05- 26","2,644.40","2,598.45","2,644.40","2,595.96","380.17M","2.02%"
"2025- 05- 23","2,592.09","2,603.57","2,604.14","2,589.51","434.02M","-0.06%"
"2025- 05- 22","2,593.67","2,614.66","2,616.53","2,588.09","358.06M","-1.22%"
"2025- 05- 21","2,625.58","2,615.90","2,633.41","2,614.73","371.53M","0.91%"
"2025- 05- 20","2,601.80","2,622.68","2,622.91","2,598.10","456.99M","-0.06%"
"2025- 05- 19","2,603.42","2,613.70","2,619.43","2,593.44","313.30M","-0.89%"
"2025- 05- 16","2,626.87","2,630.64","2,633.98","2,619.10","359.71M","0.21%"
"2025- 05- 15","2,621.36","2,634.50","2,643.83","2,618.08","339.58M","-0.73%"
"2025- 05- 14","2,640.57","2,625.36","2,646.01","2,619.15","390.50M","1.23%"
"2025- 05- 13","2,608.42","2,601.76","2,620.64","2,601.58","422.46M","0.04%"
"2025- 05- 12","2,607.33","2,593.94","2,607.33","2,585.60","409.75M","1.17%"
"2025- 05- 09","2,577.27","2,587.93","2,589.58","2,571.20","485.55M","-0.09%"
"2025- 05- 08","2,579.48","2,581.27","2,590.90","2,575.78","471.64M","0.22%"
"2025- 05- 07","2,573.80","2,577.04","2,581.85","2,559.17","546.76M","0.55%"
"2025- 05- 02","2,559.79","2,556.52","2,567.04","2,540.57","585.49M","0.12%"
"2025- 04- 30","2,556.61","2,561.04","2,570.83","2,544.46","487.49M","-0.34%"
"2025- 04- 29","2,565.42","2,550.25","2,571.41","2,542.25","547.08M","0.65%"
"2025- 04- 28","2,548.86","2,551.23","2,558.69","2,541.97","454.10M","0.10%"
"2025- 04- 25","2,546.30","2,544.59","2,553.33","2,534.94","403.53M","0.95%"
"2025- 04- 24","2,522.33","2,525.34","2,530.61","2,507.21","327.94M","-0.13%"
"2025- 04- 23","2,525.56","2,520.56","2,526.72","2,507.10","538.12M","1.57%"
"2025- 04- 22","2,486.64","2,481.18","2,494.59","2,476.14","416.68M","-0.07%"
"2025- 04- 21","2,488.42","2,486.38","2,498.84","2,479.23","428.98M","0.20%"
"2025- 04- 18","2,483.42","2,473.30","2,486.37","2,466.90","450.98M","0.53%"
"2025- 04- 17","2,470.41","2,451.70","2,473.24","2,447.40","601.74M","0.94%"
"2025- 04- 16","2,447.43","2,472.78","2,475.83","2,442.72","613.17M","-1.21%"
"2025- 04- 15","2,477.41","2,464.51","2,482.56","2,461.23","560.34M","0.88%"
"2025- 04- 14","2,455.89","2,454.28","2,465.56","2,449.48","488.62M","0.95%"
"2025- 04- 11","2,432.72","2,400.74","2,433.18","2,394.25","369.70M","-0.50%"
"2025- 04- 10","2,445.06","2,395.13","2,445.06","2,391.39","670.39M","6.60%"
"2025- 04- 09","2,293.70","2,329.99","2,337.58","2,284.72","699.64M","-1.74%"
"2025- 04- 08","2,334.23","2,381.20","2,381.31","2,328.94","557.02M","0.26%"
"2025- 04- 07","2,328.20","2,359.25","2,369.40","2,327.01","619.50M","-5.57%"
"2025- 04- 04","2,465.42","2,450.49","2,506.71","2,438.02","695.08M","-0.86%"
"2025- 04- 03","2,486.70","2,437.43","2,488.92","2,437.43","480.06M","-0.76%"
"2025- 04- 02","2,505.86","2,525.62","2,532.15","2,499.83","515.60M","-0.62%"
"2025- 04- 01","2,521.39","2,511.24","2,530.61","2,494.43","453.39M","1.62%"
"2025- 03- 31","2,481.12","2,513.44","2,514.22","2,479.46","391.59M","-3.00%"
"2025- 03- 28","2,557.98","2,592.63","2,592.63","2,549.26","513.56M","-1.89%"
"2025- 03- 27","2,607.15","2,620.28","2,633.03","2,603.41","403.31M","-1.39%"
"2025- 03- 26","2,643.94","2,628.09","2,649.15","2,618.05","507.92M","1.08%"
"2025- 03- 25","2,615.81","2,653.04","2,654.63","2,612.74","439.28M","-0.62%"
"2025- 03- 24","2,632.07","2,636.43","2,648.82","2,629.38","372.43M","-0.42%"
"2025- 03- 21","2,643.13","2,633.90","2,645.82","2,617.78","497.53M","0.23%"
"2025- 03- 20","2,637.10","2,648.16","2,650.72","2,629.20","455.02M","0.32%"
"2025- 03- 19","2,628.62","2,613.48","2,642.83","2,613.48","653.33M","0.62%"
"2025- 03- 18","2,612.34","2,627.27","2,638.56","2,606.91","555.53M","0.06%"
"2025- 03- 17","2,610.69","2,588.32","2,610.69","2,587.52","396.57M","1.73%"
"2025- 03- 14","2,566.36","2,565.18","2,576.74","2,559.24","362.33M","-0.28%"
"2025- 03- 13","2,573.64","2,598.06","2,600.07","2,561.02","427.29M","-0.05%"
"2025- 03- 12","2,574.82","2,552.60","2,579.69","2,541.66","401.64M","1.47%"
"2025- 03- 11","2,537.60","2,516.69","2,547.88","2,505.91","399.02M","-1.28%"
"2025- 03- 10","2,570.39","2,555.40","2,579.76","2,549.99","435.70M","0.27%"
"2025- 03- 07","2,563.48","2,553.44","2,575.48","2,541.49","567.19M","-0.49%"
"2025- 03- 06","2,576.16","2,573.55","2,583.65","2,565.57","609.62M","0.70%"
"2025- 03- 05","2,558.13","2,548.45","2,561.47","2,535.18","569.41M","1.16%"
"2025- 03- 04","2,528.92","2,522.20","2,548.78","2,513.31","484.08M","-0.15%"
"2025- 02- 28","2,532.78","2,585.61","2,586.78","2,531.24","588.57M","-3.39%"
"2025- 02- 27","2,621.75","2,637.63","2,638.47","2,610.47","513.91M","-0.73%"
"2025- 02- 26","2,641.09","2,629.86","2,648.06","2,620.16","386.76M","0.41%"
"2025- 02- 25","2,630.29","2,617.64","2,641.49","2,617.12","410.28M","-0.57%"
"2025- 02- 24","2,645.27","2,636.12","2,645.27","2,626.88","536.35M","-0.35%"
"2025- 02- 21","2,654.58","2,653.76","2,656.04","2,638.44","444.70M","0.02%"
"2025- 02- 20","2,654.06","2,661.72","2,667.59","2,645.53","529.30M","-0.65%"
"2025- 02- 19","2,671.52","2,633.91","2,680.70","2,633.91","525.80M","1.70%"
"2025- 02- 18","2,626.81","2,613.25","2,628.47","2,605.15","421.99M","0.63%"
"2025- 02- 17","2,610.42","2,595.99","2,612.80","2,592.57","366.34M","0.75%"
"2025- 02- 14","2,591.05","2,588.20","2,600.57","2,582.84","499.36M","0.31%"
"2025- 02- 13","2,583.17","2,558.95","2,583.74","2,555.98","680.34M","1.36%"
"2025- 02- 12","2,548.39","2,534.71","2,549.58","2,528.74","464.89M","0.37%"
"2025- 02- 11","2,539.05","2,532.87","2,549.44","2,527.74","451.09M","0.71%"
"2025- 02- 10","2,521.27","2,510.64","2,527.33","2,499.18","393.56M","-0.03%"
"2025- 02- 07","2,521.92","2,532.09","2,537.63","2,519.01","419.87M","-0.58%"
"2025- 02- 06","2,536.75","2,521.82","2,536.75","2,515.34","479.70M","1.10%"
"2025- 02- 05","2,509.27","2,503.94","2,514.71","2,498.74","437.34M","1.11%"
"2025- 02- 04","2,481.69","2,481.44","2,508.35","2,471.63","479.38M","1.13%"
"2025- 02- 03","2,453.95","2,468.74","2,468.74","2,437.61","522.85M","-2.52%"
"2025- 01- 31","2,517.37","2,534.33","2,537.98","2,496.95","454.40M","-0.77%"
"2025- 01- 24","2,536.80","2,529.29","2,542.83","2,522.64","602.01M","0.85%"
"2025- 01- 23","2,515.49","2,541.24","2,541.60","2,515.49","609.74M","-1.24%"
"2025- 01- 22","2,547.06","2,535.80","2,552.57","2,526.89","583.74M","1.15%"
"2025- 01- 21","2,518.03","2,533.23","2,548.44","2,507.95","572.01M","-0.08%"
"2025- 01- 20","2,520.05","2,533.68","2,536.72","2,516.28","437.55M","-0.14%"
"2025- 01- 17","2,523.55","2,520.85","2,528.48","2,513.84","445.88M","-0.16%"
"2025- 01- 16","2,527.49","2,528.27","2,534.01","2,519.86","451.06M","1.23%"
"2025- 01- 15","2,496.81","2,511.07","2,524.36","2,493.10","538.53M","-0.02%"
"2025- 01- 14","2,497.40","2,501.49","2,504.89","2,482.74","414.49M","0.31%"
"2025- 01- 13","2,489.56","2,508.15","2,513.93","2,483.73","578.56M","-1.04%"
"2025- 01- 10","2,515.78","2,528.42","2,535.24","2,506.29","377.59M","-0.24%"
"2025- 01- 09","2,521.90","2,526.10","2,535.87","2,515.82","404.29M","0.03%"
"2025- 01- 08","2,521.05","2,481.25","2,526.77","2,481.25","362.91M","1.16%"
"2025- 01- 07","2,492.10","2,513.49","2,521.86","2,492.09","407.69M","0.14%"
"2025- 01- 06","2,488.64","2,453.30","2,489.10","2,446.82","302.76M","1.91%"
"2025- 01- 03","2,441.92","2,402.58","2,454.67","2,402.58","407.54M","1.79%"
"2025- 01- 02","2,398.94","2,400.87","2,410.99","2,386.84","350.69M","-0.02%"
"2024- 12- 30","2,399.49","2,397.49","2,429.75","2,390.44","303.96M","-0.22%"
"2024- 12- 27","2,404.77","2,419.46","2,423.86","2,388.33","311.29M","-1.02%"
"2024- 12- 26","2,429.67","2,449.52","2,449.52","2,428.82","322.80M","-0.44%"
"2024- 12- 24","2,440.52","2,450.55","2,452.85","2,432.42","386.78M","-0.06%"
"2024- 12- 23","2,442.01","2,423.36","2,446.97","2,413.62","428.17M","1.57%"
"2024- 12- 20","2,404.15","2,429.63","2,430.69","2,389.86","617.78M","-1.30%"
"2024- 12- 19","2,435.93","2,426.55","2,450.05","2,423.59","504.47M","-1.95%"
"2024- 12- 18","2,484.43","2,463.06","2,492.00","2,462.82","441.68M","1.12%"
"2024- 12- 17","2,456.81","2,487.31","2,487.31","2,455.05","559.04M","-1.29%"
"2024- 12- 16","2,488.97","2,511.08","2,515.62","2,483.43","526.71M","-0.22%"
"2024- 12- 13","2,494.46","2,473.75","2,500.32","2,470.24","577.74M","0.50%"
"2024- 12- 12","2,482.12","2,456.63","2,487.95","2,448.76","664.19M","1.62%"
"2024- 12- 11","2,442.51","2,412.15","2,443.34","2,411.38","617.72M","1.02%"
"2024- 12- 10","2,417.84","2,384.51","2,419.06","2,384.51","598.77M","2.43%"
"2024- 12- 09","2,360.58","2,392.37","2,399.52","2,360.18","591.64M","-2.78%"
"2024- 12- 06","2,428.16","2,451.60","2,459.24","2,397.73","630.41M","-0.56%"
"2024- 12- 05","2,441.85","2,471.45","2,471.45","2,434.78","519.35M","-0.90%"
"2024- 12- 04","2,464.00","2,450.76","2,483.04","2,442.46","670.28M","-1.44%"
"2024- 12- 03","2,500.10","2,472.06","2,500.67","2,471.55","324.14M","1.86%"
"2024- 12- 02","2,454.48","2,479.02","2,483.29","2,448.45","328.11M","-0.06%"
"2024- 11- 29","2,455.91","2,496.93","2,496.93","2,446.96","384.28M","-1.95%"
"2024- 11- 28","2,504.67","2,499.69","2,513.63","2,495.64","342.57M","0.06%"
"2024- 11- 27","2,503.06","2,518.82","2,526.32","2,498.32","414.34M","-0.69%"
"2024- 11- 26","2,520.36","2,521.39","2,526.62","2,512.21","441.71M","-0.55%"
"2024- 11- 25","2,534.34","2,524.11","2,541.76","2,517.98","564.69M","1.32%"
"2024- 11- 22","2,501.24","2,493.42","2,511.23","2,492.21","543.52M","0.83%"
"2024- 11- 21","2,480.63","2,474.62","2,496.97","2,474.62","451.12M","-0.07%"
"2024- 11- 20","2,482.29","2,475.76","2,489.15","2,471.79","408.79M","0.42%"
"2024- 11- 19","2,471.95","2,469.13","2,479.39","2,465.15","410.86M","0.12%"
"2024- 11- 18","2,469.07","2,440.31","2,480.01","2,437.53","443.93M","2.16%"
"2024- 11- 15","2,416.86","2,413.05","2,433.18","2,390.56","623.33M","-0.08%"
"2024- 11- 14","2,418.86","2,430.26","2,441.43","2,410.93","639.99M","0.07%"
"2024- 11- 13","2,417.08","2,468.27","2,478.87","2,415.77","619.18M","-2.64%"
"2024- 11- 12","2,482.57","2,527.94","2,532.44","2,481.53","735.81M","-1.94%"
"2024- 11- 11","2,531.66","2,562.05","2,562.05","2,525.56","572.20M","-1.15%"
"2024- 11- 08","2,561.15","2,586.70","2,593.15","2,553.42","448.73M","-0.14%"
"2024- 11- 07","2,564.63","2,557.23","2,579.81","2,540.48","465.15M","0.04%"
"2024- 11- 06","2,563.51","2,591.90","2,592.75","2,544.04","548.51M","-0.52%"
"2024- 11- 05","2,576.88","2,570.24","2,586.73","2,564.66","310.88M","-0.47%"
"2024- 11- 04","2,588.97","2,549.04","2,588.97","2,542.68","373.94M","1.83%"
"2024- 11- 01","2,542.36","2,542.96","2,559.30","2,536.84","319.85M","-0.54%"
"2024- 10- 31","2,556.15","2,575.24","2,579.65","2,552.36","406.61M","-1.45%"
"2024- 10- 30","2,593.79","2,606.99","2,613.47","2,586.88","487.36M","-0.92%"
"2024- 10- 29","2,617.80","2,606.94","2,617.80","2,595.86","363.29M","0.21%"
"2024- 10- 28","2,612.43","2,588.45","2,612.96","2,587.20","333.74M","1.13%"
"2024- 10- 25","2,583.27","2,597.44","2,611.27","2,577.00","462.90M","0.09%"
"2024- 10- 24","2,581.03","2,591.69","2,600.26","2,578.80","343.10M","-0.72%"
"2024- 10- 23","2,599.62","2,575.25","2,607.79","2,567.42","352.42M","1.12%"
"2024- 10- 22","2,570.70","2,600.87","2,604.16","2,564.46","343.32M","-1.31%"
"2024- 10- 21","2,604.92","2,600.77","2,618.71","2,594.05","240.68M","0.43%"
"2024- 10- 18","2,593.82","2,616.04","2,618.32","2,587.96","265.20M","-0.59%"
"2024- 10- 17","2,609.30","2,620.74","2,622.71","2,603.52","331.26M","-0.04%"
"2024- 10- 16","2,610.36","2,606.70","2,622.33","2,601.35","437.55M","-0.88%"
"2024- 10- 15","2,633.45","2,632.37","2,635.32","2,615.47","438.29M","0.39%"
"2024- 10- 14","2,623.29","2,602.63","2,628.54","2,602.63","401.71M","1.02%"
"2024- 10- 11","2,596.91","2,612.02","2,621.93","2,594.43","491.28M","-0.09%"
"2024- 10- 10","2,599.16","2,611.65","2,613.61","2,596.86","618.56M","0.19%"
"2024- 10- 08","2,594.36","2,592.65","2,601.96","2,581.79","318.24M","-0.61%"
"2024- 10- 07","2,610.38","2,579.20","2,611.93","2,561.46","343.67M","1.58%"
"2024- 10- 04","2,569.71","2,563.70","2,585.59","2,555.57","414.33M","0.31%"
"2024- 10- 02","2,561.69","2,566.55","2,591.61","2,555.46","351.00M","-1.22%"
"2024- 09- 30","2,593.27","2,665.24","2,668.66","2,593.27","358.92M","-2.13%"
"2024- 09- 27","2,649.78","2,674.58","2,681.45","2,649.78","413.00M","-0.82%"
"2024- 09- 26","2,671.57","2,630.91","2,671.57","2,630.30","324.89M","2.90%"
"2024- 09- 25","2,596.32","2,652.71","2,663.36","2,596.32","454.47M","-1.34%"
"2024- 09- 24","2,631.68","2,612.45","2,631.68","2,597.81","355.10M","1.14%"
"2024- 09- 23","2,602.01","2,596.47","2,603.57","2,588.49","339.14M","0.33%"
"2024- 09- 20","2,593.37","2,603.83","2,619.55","2,591.40","495.96M","0.49%"
"2024- 09- 19","2,580.80","2,594.67","2,598.68","2,550.09","385.08M","0.21%"
"2024- 09- 13","2,575.41","2,571.81","2,584.11","2,562.91","358.26M","0.13%"
"2024- 09- 12","2,572.09","2,547.50","2,572.09","2,537.87","340.48M","2.34%"
"2024- 09- 11","2,513.37","2,524.86","2,526.13","2,493.37","302.56M","-0.40%"
"2024- 09- 10","2,523.43","2,542.69","2,544.83","2,522.48","347.65M","-0.49%"
"2024- 09- 09","2,535.93","2,498.67","2,543.22","2,491.30","270.23M","-0.33%"
"2024- 09- 06","2,544.28","2,576.66","2,576.94","2,529.31","374.78M","-1.21%"
"2024- 09- 05","2,575.50","2,598.36","2,615.80","2,560.65","379.00M","-0.21%"
"2024- 09- 04","2,580.80","2,589.94","2,608.13","2,578.07","455.47M","-3.15%"
"2024- 09- 03","2,664.63","2,683.12","2,695.59","2,664.63","303.46M","-0.61%"
"2024- 09- 02","2,681.00","2,683.80","2,686.98","2,658.31","266.99M","0.25%"
"2024- 08- 30","2,674.31","2,676.72","2,686.51","2,668.66","278.84M","0.45%"
"2024- 08- 29","2,662.28","2,657.18","2,672.90","2,649.56","288.84M","-1.02%"
"2024- 08- 28","2,689.83","2,690.59","2,695.51","2,671.59","280.77M","0.02%"
"2024- 08- 27","2,689.25","2,696.24","2,700.18","2,681.92","264.06M","-0.32%"
"2024- 08- 26","2,698.01","2,716.88","2,718.47","2,688.79","333.69M","-0.14%"
"2024- 08- 23","2,701.69","2,690.80","2,712.84","2,689.54","330.59M","-0.22%"
"2024- 08- 22","2,707.67","2,710.95","2,711.38","2,690.35","441.76M","0.24%"
"2024- 08- 21","2,701.13","2,687.20","2,704.98","2,684.61","417.33M","0.17%"
"2024- 08- 20","2,696.63","2,699.74","2,706.05","2,686.06","484.19M","0.83%"
"2024- 08- 19","2,674.36","2,697.97","2,699.84","2,664.28","395.64M","-0.85%"
"2024- 08- 16","2,697.23","2,695.49","2,699.61","2,680.74","385.85M","1.99%"
"2024- 08- 14","2,644.50","2,649.11","2,653.71","2,632.44","328.75M","0.88%"
"2024- 08- 13","2,621.50","2,624.50","2,636.12","2,607.52","378.53M","0.12%"
"2024- 08- 12","2,618.30","2,602.16","2,622.86","2,602.01","293.08M","1.15%"
"2024- 08- 09","2,588.43","2,603.08","2,603.08","2,575.90","475.01M","1.24%"
"2024- 08- 08","2,556.73","2,530.21","2,570.34","2,518.52","495.30M","-0.45%"
"2024- 08- 07","2,568.41","2,515.27","2,594.83","2,510.82","476.99M","1.83%"
"2024- 08- 06","2,522.15","2,533.34","2,578.77","2,491.47","567.27M","3.30%"
"2024- 08- 05","2,441.55","2,611.30","2,611.30","2,386.96","763.78M","-8.77%"
"2024- 08- 02","2,676.19","2,719.39","2,725.05","2,666.40","531.78M","-3.65%"
"2024- 08- 01","2,777.68","2,787.27","2,794.11","2,772.97","480.83M","0.25%"
"2024- 07- 31","2,770.69","2,745.58","2,770.70","2,733.63","557.09M","1.19%"
"2024- 07- 30","2,738.19","2,744.40","2,754.53","2,732.82","392.87M","-0.99%"
"2024- 07- 29","2,765.53","2,748.32","2,776.86","2,742.69","456.52M","1.23%"
"2024- 07- 26","2,731.90","2,724.99","2,738.40","2,715.75","516.47M","0.78%"
"2024- 07- 25","2,710.65","2,721.29","2,725.15","2,703.86","440.32M","-1.74%"
"2024- 07- 24","2,758.71","2,755.50","2,778.31","2,748.65","469.22M","-0.56%"
"2024- 07- 23","2,774.29","2,788.83","2,796.92","2,765.81","423.40M","0.39%"
"2024- 07- 22","2,763.51","2,790.99","2,795.12","2,752.63","463.88M","-1.14%"
"2024- 07- 19","2,795.46","2,800.21","2,802.68","2,776.99","426.21M","-1.02%"
"2024- 07- 18","2,824.35","2,805.64","2,824.35","2,799.02","658.37M","-0.67%"
"2024- 07- 17","2,843.29","2,865.90","2,868.58","2,841.33","549.09M","-0.80%"
"2024- 07- 16","2,866.09","2,861.71","2,872.21","2,857.07","677.91M","0.18%"
"2024- 07- 15","2,860.92","2,869.15","2,872.90","2,848.93","424.46M","0.14%"
"2024- 07- 12","2,857.00","2,867.75","2,872.25","2,844.88","408.18M","-1.19%"
"2024- 07- 11","2,891.35","2,888.76","2,896.43","2,879.28","462.22M","0.81%"
"2024- 07- 10","2,867.99","2,863.05","2,871.56","2,858.87","472.47M","0.02%"
"2024- 07- 09","2,867.38","2,872.63","2,875.37","2,854.13","456.43M","0.34%"
"2024- 07- 08","2,857.76","2,862.58","2,868.99","2,855.53","425.06M","-0.16%"
"2024- 07- 05","2,862.23","2,836.21","2,871.96","2,836.21","378.16M","1.32%"
"2024- 07- 04","2,824.94","2,817.06","2,824.94","2,808.88","393.74M","1.11%"
"2024- 07- 03","2,794.01","2,797.14","2,799.70","2,774.71","340.34M","0.47%"
"2024- 07- 02","2,780.86","2,798.65","2,805.42","2,776.62","538.84M","-0.84%"
"2024- 07- 01","2,804.31","2,792.96","2,805.95","2,783.98","459.22M","0.23%"
"2024- 06- 28","2,797.82","2,792.79","2,797.82","2,782.40","610.55M","0.49%"
"2024- 06- 27","2,784.06","2,767.62","2,784.33","2,761.55","397.17M","-0.29%"
"2024- 06- 26","2,792.05","2,767.43","2,792.07","2,762.98","535.03M","0.64%"
"2024- 06- 25","2,774.39","2,765.76","2,780.42","2,765.76","714.24M","0.35%"
"2024- 06- 24","2,764.73","2,772.85","2,782.90","2,758.09","594.17M","-0.70%"
"2024- 06- 21","2,784.26","2,794.87","2,797.00","2,777.33","631.14M","-0.83%"
"2024- 06- 20","2,807.63","2,802.10","2,812.62","2,796.37","758.17M","0.37%"
"2024- 06- 19","2,797.33","2,786.16","2,799.32","2,786.16","646.71M","1.21%"
